order_id,order_date,order_year,order_month,customer_id,channel,state,order_amount
1699,2024-09-29,2024,9,C1903.,phone,CA,467.38
1700,2024-09-29,2024,9,C4250.,store,CA,575.05
1709,2024-09-29,2024,9,C612.0,store,FL,387.09
1730,2024-09-29,2024,9,C2324.,online,CA,422.19
1737,2024-09-29,2024,9,C1771.,phone,OR,134.01
1748,2024-09-29,2024,9,C366.0,store,OR,592.08
1772,2024-09-29,2024,9,C3804.,phone,CA,599.12
1822,2024-09-29,2024,9,C1026.,store,CA,332.22
1829,2024-09-29,2024,9,C2269.,store,CA,301.97
1868,2024-09-29,2024,9,C3657.,store,NY,587.51
1890,2024-09-29,2024,9,C3532.,phone,NY,197.73
1900,2024-09-29,2024,9,C971.0,online,CA,216.5
1907,2024-09-29,2024,9,C3178.,phone,FL,216.39
1908,2024-09-29,2024,9,C722.0,online,OR,301.09
1912,2024-09-29,2024,9,C1655.,online,CA,84.05
1922,2024-09-29,2024,9,C4878.,online,TX,335.94
1923,2024-09-29,2024,9,C4893.,store,IL,228.1
1933,2024-09-29,2024,9,C1628.,phone,NY,604.68
1948,2024-09-29,2024,9,C4542.,online,IL,349.86
1949,2024-09-29,2024,9,C2670.,store,WA,614.06
1965,2024-09-29,2024,9,C2481.,store,CA,363.09
1972,2024-09-29,2024,9,C4379.,phone,WA,544.92
1988,2024-09-29,2024,9,C3288.,online,OR,516.68
2011,2024-09-29,2024,9,C315.0,online,IL,367.87
2050,2024-09-29,2024,9,C1974.,phone,WA,237.12
2077,2024-09-29,2024,9,C3491.,phone,WA,276.42
2078,2024-09-29,2024,9,C4577.,store,CA,440.93
2079,2024-09-29,2024,9,C386.0,store,NY,522.18
2096,2024-09-29,2024,9,C3986.,online,FL,558.52
2102,2024-09-29,2024,9,C3068.,store,NY,426.22
2107,2024-09-29,2024,9,C3856.,online,FL,464.52
2120,2024-09-29,2024,9,C496.0,store,OR,481.01
2122,2024-09-29,2024,9,C601.0,store,TX,399.28
2190,2024-09-29,2024,9,C1226.,online,TX,359.16
2193,2024-09-29,2024,9,C772.0,phone,AZ,433.81
2204,2024-09-29,2024,9,C4251.,online,AZ,271.47
2224,2024-09-29,2024,9,C3117.,online,WA,756.8
2230,2024-09-29,2024,9,C4346.,phone,IL,542.96
2242,2024-09-29,2024,9,C1837.,phone,OR,111.29
2249,2024-09-29,2024,9,C4600.,phone,OR,421.36
2253,2024-09-29,2024,9,C4111.,store,OR,256.06
2267,2024-09-29,2024,9,C4859.,online,OR,580.23
2285,2024-09-29,2024,9,C4871.,phone,CA,456.86
2305,2024-09-29,2024,9,C3359.,online,AZ,481.78
2309,2024-09-29,2024,9,C4868.,phone,IL,220.43
2313,2024-09-29,2024,9,C1281.,online,AZ,253.91
2352,2024-09-29,2024,9,C1092.,phone,WA,865.44
2385,2024-09-29,2024,9,C4099.,online,OR,243.31
2397,2024-09-29,2024,9,C3620.,store,IL,294.11
2417,2024-09-29,2024,9,C590.0,store,NY,253.31
2456,2024-09-29,2024,9,C572.0,store,CA,379.85
2480,2024-09-29,2024,9,C2171.,phone,CA,320.33
2495,2024-09-29,2024,9,C2474.,phone,OR,444.45
2507,2024-09-29,2024,9,C1648.,online,TX,618.83
2552,2024-09-29,2024,9,C2913.,phone,WA,490.22
2575,2024-09-29,2024,9,C377.0,phone,WA,475.58
2604,2024-09-29,2024,9,C2534.,store,TX,428.18
2662,2024-09-29,2024,9,C2536.,online,AZ,185.1
2689,2024-09-29,2024,9,C4835.,store,AZ,428.17
2725,2024-09-29,2024,9,C735.0,phone,WA,342.2
2783,2024-09-29,2024,9,C724.0,online,IL,526.34
2814,2024-09-29,2024,9,C866.0,phone,OR,435.57
2838,2024-09-29,2024,9,C3447.,online,OR,412.9
2839,2024-09-29,2024,9,C4876.,phone,OR,228.26
2864,2024-09-29,2024,9,C1431.,store,AZ,467.1
2870,2024-09-29,2024,9,C2808.,online,AZ,426.74
2878,2024-09-29,2024,9,C492.0,store,IL,656.68
2900,2024-09-29,2024,9,C1988.,store,NY,340.0
2925,2024-09-29,2024,9,C2130.,online,WA,537.96
2937,2024-09-29,2024,9,C3819.,store,FL,349.2
2943,2024-09-29,2024,9,C789.0,phone,OR,581.02
2954,2024-09-29,2024,9,C4774.,online,AZ,558.37
2958,2024-09-29,2024,9,C3494.,phone,OR,207.43
2961,2024-09-29,2024,9,C1650.,online,WA,462.56
2965,2024-09-29,2024,9,C4333.,online,CA,69.29
2966,2024-09-29,2024,9,C4986.,phone,IL,321.96
3011,2024-09-29,2024,9,C2286.,online,IL,670.27
3021,2024-09-29,2024,9,C2136.,phone,NY,391.42
3041,2024-09-29,2024,9,C2228.,store,NY,542.39
3080,2024-09-29,2024,9,C3858.,phone,AZ,462.76
3110,2024-09-29,2024,9,C3858.,store,OR,153.79
3126,2024-09-29,2024,9,C161.0,online,FL,290.1
3138,2024-09-29,2024,9,C2791.,store,AZ,649.24
3148,2024-09-29,2024,9,C3925.,phone,IL,603.69
3161,2024-09-29,2024,9,C1069.,store,TX,454.98
3172,2024-09-29,2024,9,C247.0,online,TX,224.93
3182,2024-09-29,2024,9,C1638.,online,NY,453.5
3183,2024-09-29,2024,9,C1612.,phone,NY,322.69
3184,2024-09-29,2024,9,C4390.,online,FL,581.82
3188,2024-09-29,2024,9,C2621.,online,AZ,193.46
3200,2024-09-29,2024,9,C971.0,online,WA,183.9
3217,2024-09-29,2024,9,C4725.,phone,NY,311.82
3227,2024-09-29,2024,9,C416.0,online,NY,523.25
3252,2024-09-29,2024,9,C4464.,store,WA,453.41
3290,2024-09-29,2024,9,C4343.,store,TX,406.58
3293,2024-09-29,2024,9,C968.0,online,AZ,542.72
3307,2024-09-29,2024,9,C4321.,phone,NY,517.71
3316,2024-09-29,2024,9,C4296.,store,IL,336.87
3327,2024-09-29,2024,9,C335.0,phone,CA,313.85
3342,2024-09-29,2024,9,C102.0,store,CA,337.82
3356,2024-09-29,2024,9,C2762.,phone,FL,555.92
3358,2024-09-29,2024,9,C3531.,store,CA,455.42
3383,2024-09-29,2024,9,C4700.,online,TX,775.28
3386,2024-09-29,2024,9,C1979.,store,OR,391.48
3399,2024-09-29,2024,9,C1046.,phone,OR,397.76
3403,2024-09-29,2024,9,C552.0,online,CA,820.1
3419,2024-09-29,2024,9,C4178.,phone,OR,396.04
3436,2024-09-29,2024,9,C3660.,online,TX,324.6
3444,2024-09-29,2024,9,C4456.,online,FL,721.64
3447,2024-09-29,2024,9,C3611.,online,FL,510.74
3458,2024-09-29,2024,9,C3643.,phone,NY,747.81
3484,2024-09-29,2024,9,C3906.,phone,CA,561.14
3505,2024-09-29,2024,9,C1933.,store,WA,359.54
3507,2024-09-29,2024,9,C2637.,online,TX,471.52
3508,2024-09-29,2024,9,C1489.,online,CA,362.02
3545,2024-09-29,2024,9,C3379.,online,AZ,344.66
3550,2024-09-29,2024,9,C975.0,online,NY,299.52
3567,2024-09-29,2024,9,C2141.,phone,IL,527.73
3588,2024-09-29,2024,9,C1671.,store,IL,445.59
3617,2024-09-29,2024,9,C1730.,store,OR,738.89
3618,2024-09-29,2024,9,C1345.,phone,OR,316.42
3631,2024-09-29,2024,9,C4236.,store,OR,377.94
3642,2024-09-29,2024,9,C1985.,phone,NY,625.18
3662,2024-09-29,2024,9,C3541.,store,CA,653.94
3664,2024-09-29,2024,9,C1198.,phone,NY,194.76
3670,2024-09-29,2024,9,C4331.,store,OR,588.0
3671,2024-09-29,2024,9,C280.0,phone,TX,479.58
3715,2024-09-29,2024,9,C2605.,store,FL,567.94
3716,2024-09-29,2024,9,C4228.,phone,WA,464.51
3731,2024-09-29,2024,9,C291.0,phone,TX,577.51
3735,2024-09-29,2024,9,C1452.,phone,FL,817.62
3754,2024-09-29,2024,9,C3612.,phone,CA,183.15
3758,2024-09-29,2024,9,C1271.,phone,FL,472.19
3773,2024-09-29,2024,9,C1305.,store,TX,259.2
3798,2024-09-29,2024,9,C3405.,online,WA,289.04
3822,2024-09-29,2024,9,C028.0,store,CA,669.8
3823,2024-09-29,2024,9,C2300.,store,AZ,373.73
3839,2024-09-29,2024,9,C478.0,online,IL,644.67
3872,2024-09-29,2024,9,C442.0,store,AZ,249.83
3874,2024-09-29,2024,9,C727.0,phone,WA,174.59
3879,2024-09-29,2024,9,C2017.,store,CA,823.5
3889,2024-09-29,2024,9,C894.0,online,WA,591.44
3898,2024-09-29,2024,9,C1175.,phone,WA,534.78
3902,2024-09-29,2024,9,C437.0,phone,TX,568.99
3925,2024-09-29,2024,9,C4585.,store,AZ,193.64
3935,2024-09-29,2024,9,C2015.,online,TX,466.02
3942,2024-09-29,2024,9,C1354.,online,NY,483.57
3945,2024-09-29,2024,9,C1965.,store,WA,324.96
3963,2024-09-29,2024,9,C4390.,phone,WA,290.92
3974,2024-09-29,2024,9,C1862.,phone,FL,564.52
3975,2024-09-29,2024,9,C4023.,phone,AZ,471.51
3997,2024-09-29,2024,9,C3263.,phone,IL,277.61
4018,2024-09-29,2024,9,C4945.,online,NY,675.26
4044,2024-09-29,2024,9,C1067.,phone,CA,362.51
4101,2024-09-29,2024,9,C1000.,online,TX,315.33
4124,2024-09-29,2024,9,C267.0,online,AZ,237.34
4132,2024-09-29,2024,9,C1472.,store,NY,351.73
4134,2024-09-29,2024,9,C935.0,online,OR,576.76
4142,2024-09-29,2024,9,C3100.,online,IL,694.81
4169,2024-09-29,2024,9,C225.0,phone,WA,299.41
4171,2024-09-29,2024,9,C890.0,phone,TX,264.2
4180,2024-09-29,2024,9,C2487.,phone,OR,493.16
4192,2024-09-29,2024,9,C3214.,online,OR,261.85
4195,2024-09-29,2024,9,C2649.,online,AZ,596.52
4208,2024-09-29,2024,9,C1053.,phone,WA,474.46
4234,2024-09-29,2024,9,C1298.,online,IL,176.89
4235,2024-09-29,2024,9,C394.0,store,AZ,301.37
4250,2024-09-29,2024,9,C3279.,phone,CA,363.39
4252,2024-09-29,2024,9,C1969.,online,OR,275.42
4254,2024-09-29,2024,9,C271.0,store,CA,123.88
4269,2024-09-29,2024,9,C1834.,online,FL,145.42
4282,2024-09-29,2024,9,C4439.,store,IL,96.08
4285,2024-09-29,2024,9,C2584.,store,AZ,351.6
4287,2024-09-29,2024,9,C3158.,store,TX,524.44
4293,2024-09-29,2024,9,C2252.,phone,IL,265.59
4297,2024-09-29,2024,9,C3961.,online,FL,398.28
4375,2024-09-29,2024,9,C4993.,online,TX,455.49
4382,2024-09-29,2024,9,C4228.,store,FL,366.01
4437,2024-09-29,2024,9,C3393.,phone,AZ,754.56
4438,2024-09-29,2024,9,C4850.,phone,NY,405.75
4470,2024-09-29,2024,9,C676.0,phone,IL,494.85
4483,2024-09-29,2024,9,C2189.,online,IL,534.1
4499,2024-09-29,2024,9,C2482.,store,OR,216.11
4517,2024-09-29,2024,9,C766.0,store,TX,375.74
4525,2024-09-29,2024,9,C4772.,online,NY,329.57
4527,2024-09-29,2024,9,C3018.,online,CA,267.8
4535,2024-09-29,2024,9,C250.0,online,CA,515.97
4549,2024-09-29,2024,9,C1384.,phone,OR,204.31
4566,2024-09-29,2024,9,C3230.,store,OR,93.0
4576,2024-09-29,2024,9,C3229.,store,WA,445.12
4578,2024-09-29,2024,9,C550.0,phone,WA,227.83
4588,2024-09-29,2024,9,C215.0,store,WA,462.45
4597,2024-09-29,2024,9,C2167.,store,WA,446.6
4602,2024-09-29,2024,9,C2719.,online,OR,189.82
4615,2024-09-29,2024,9,C2839.,store,NY,348.5
4625,2024-09-29,2024,9,C283.0,phone,FL,537.41
4642,2024-09-29,2024,9,C2595.,phone,FL,58.96
4660,2024-09-29,2024,9,C983.0,phone,AZ,115.57
4700,2024-09-29,2024,9,C2694.,online,NY,253.74
4709,2024-09-29,2024,9,C987.0,online,IL,207.56
4723,2024-09-29,2024,9,C2493.,online,TX,323.47
4739,2024-09-29,2024,9,C2730.,phone,AZ,754.67
4769,2024-09-29,2024,9,C4703.,phone,OR,579.54
4780,2024-09-29,2024,9,C3522.,phone,TX,319.41
4788,2024-09-29,2024,9,C3760.,phone,AZ,416.9
4794,2024-09-29,2024,9,C2102.,online,AZ,214.94
4809,2024-09-29,2024,9,C1185.,online,NY,231.4
4823,2024-09-29,2024,9,C3686.,store,AZ,351.54
4828,2024-09-29,2024,9,C3016.,phone,CA,420.82
4837,2024-09-29,2024,9,C3860.,phone,IL,195.46
4844,2024-09-29,2024,9,C849.0,online,AZ,472.13
4847,2024-09-29,2024,9,C3691.,store,TX,533.46
4917,2024-09-29,2024,9,C4159.,online,OR,312.2
4926,2024-09-29,2024,9,C3397.,online,FL,485.98
4965,2024-09-29,2024,9,C912.0,phone,AZ,177.31
4968,2024-09-29,2024,9,C3429.,phone,CA,360.96
4979,2024-09-29,2024,9,C3416.,online,OR,366.42
4985,2024-09-29,2024,9,C4925.,store,IL,470.66
4992,2024-09-29,2024,9,C179.0,store,WA,349.02
19,2024-09-29,2024,9,C764.0,store,WA,478.69
26,2024-09-29,2024,9,C2548.,phone,CA,654.01
73,2024-09-29,2024,9,C3010.,phone,WA,509.06
90,2024-09-29,2024,9,C3739.,online,CA,404.38
97,2024-09-29,2024,9,C2515.,store,CA,255.57
99,2024-09-29,2024,9,C521.0,phone,WA,401.61
106,2024-09-29,2024,9,C2328.,store,TX,233.95
121,2024-09-29,2024,9,C2473.,store,FL,715.57
124,2024-09-29,2024,9,C4959.,phone,FL,256.07
160,2024-09-29,2024,9,C046.0,online,OR,333.23
164,2024-09-29,2024,9,C1273.,online,WA,460.0
175,2024-09-29,2024,9,C452.0,phone,WA,374.37
190,2024-09-29,2024,9,C2205.,store,OR,375.32
196,2024-09-29,2024,9,C1065.,phone,OR,385.77
210,2024-09-29,2024,9,C874.0,phone,AZ,175.37
214,2024-09-29,2024,9,C4450.,online,IL,548.64
225,2024-09-29,2024,9,C4889.,store,FL,588.31
244,2024-09-29,2024,9,C2463.,phone,OR,481.84
248,2024-09-29,2024,9,C819.0,phone,OR,582.55
255,2024-09-29,2024,9,C4860.,phone,WA,267.04
281,2024-09-29,2024,9,C3915.,online,CA,382.54
283,2024-09-29,2024,9,C1434.,online,OR,236.46
294,2024-09-29,2024,9,C3760.,phone,NY,601.02
314,2024-09-29,2024,9,C1450.,store,IL,528.48
320,2024-09-29,2024,9,C147.0,phone,CA,330.23
335,2024-09-29,2024,9,C1860.,phone,WA,644.12
339,2024-09-29,2024,9,C2628.,online,TX,252.55
350,2024-09-29,2024,9,C2513.,phone,WA,445.34
354,2024-09-29,2024,9,C052.0,online,WA,258.71
368,2024-09-29,2024,9,C4271.,phone,OR,694.35
370,2024-09-29,2024,9,C3176.,online,TX,442.44
424,2024-09-29,2024,9,C1965.,phone,WA,209.68
426,2024-09-29,2024,9,C483.0,phone,OR,505.48
427,2024-09-29,2024,9,C456.0,online,NY,545.21
445,2024-09-29,2024,9,C242.0,online,FL,297.98
449,2024-09-29,2024,9,C2288.,online,IL,145.67
451,2024-09-29,2024,9,C011.0,phone,CA,426.9
482,2024-09-29,2024,9,C1380.,phone,CA,410.89
499,2024-09-29,2024,9,C3259.,online,TX,225.51
501,2024-09-29,2024,9,C4438.,online,IL,157.96
530,2024-09-29,2024,9,C4613.,store,FL,189.39
544,2024-09-29,2024,9,C898.0,phone,IL,341.07
555,2024-09-29,2024,9,C4364.,phone,WA,731.91
559,2024-09-29,2024,9,C3434.,online,CA,140.58
563,2024-09-29,2024,9,C719.0,phone,IL,431.84
584,2024-09-29,2024,9,C1055.,phone,IL,602.82
586,2024-09-29,2024,9,C3281.,phone,TX,613.29
631,2024-09-29,2024,9,C1306.,phone,AZ,734.72
637,2024-09-29,2024,9,C2961.,online,TX,184.16
644,2024-09-29,2024,9,C1039.,phone,CA,443.19
666,2024-09-29,2024,9,C2168.,phone,AZ,415.41
671,2024-09-29,2024,9,C459.0,online,AZ,602.69
682,2024-09-29,2024,9,C1406.,phone,CA,635.18
687,2024-09-29,2024,9,C2758.,online,CA,427.28
695,2024-09-29,2024,9,C4282.,phone,IL,262.53
738,2024-09-29,2024,9,C1630.,online,OR,153.45
741,2024-09-29,2024,9,C1087.,store,AZ,422.19
758,2024-09-29,2024,9,C2930.,store,IL,453.87
772,2024-09-29,2024,9,C239.0,online,WA,91.24
773,2024-09-29,2024,9,C428.0,online,NY,263.01
776,2024-09-29,2024,9,C1300.,online,AZ,218.41
803,2024-09-29,2024,9,C2357.,store,TX,174.7
806,2024-09-29,2024,9,C3969.,store,IL,442.12
809,2024-09-29,2024,9,C232.0,phone,NY,358.46
820,2024-09-29,2024,9,C4033.,online,IL,431.06
821,2024-09-29,2024,9,C4261.,online,CA,168.97
825,2024-09-29,2024,9,C3077.,store,OR,766.44
844,2024-09-29,2024,9,C2267.,store,FL,340.24
850,2024-09-29,2024,9,C3126.,store,WA,131.62
852,2024-09-29,2024,9,C4017.,store,CA,612.2
872,2024-09-29,2024,9,C887.0,store,FL,394.62
874,2024-09-29,2024,9,C2057.,phone,OR,353.45
902,2024-09-29,2024,9,C1075.,store,TX,199.32
918,2024-09-29,2024,9,C2535.,store,OR,510.84
922,2024-09-29,2024,9,C4833.,online,AZ,278.5
933,2024-09-29,2024,9,C2698.,store,NY,312.56
934,2024-09-29,2024,9,C2878.,phone,OR,711.84
975,2024-09-29,2024,9,C3751.,phone,TX,119.77
1021,2024-09-29,2024,9,C3336.,online,OR,566.56
1036,2024-09-29,2024,9,C4595.,store,WA,474.78
1072,2024-09-29,2024,9,C2783.,online,WA,667.72
1080,2024-09-29,2024,9,C2628.,online,NY,173.36
1114,2024-09-29,2024,9,C3252.,online,WA,171.06
1115,2024-09-29,2024,9,C2311.,store,FL,332.27
1127,2024-09-29,2024,9,C4081.,phone,OR,378.87
1135,2024-09-29,2024,9,C1461.,online,WA,329.33
1139,2024-09-29,2024,9,C1628.,online,TX,661.56
1158,2024-09-29,2024,9,C2617.,phone,NY,300.06
1208,2024-09-29,2024,9,C2940.,store,NY,491.17
1209,2024-09-29,2024,9,C2560.,online,CA,537.19
1217,2024-09-29,2024,9,C985.0,online,TX,62.55
1243,2024-09-29,2024,9,C4130.,online,WA,392.31
1311,2024-09-29,2024,9,C4668.,store,WA,209.68
1358,2024-09-29,2024,9,C3302.,store,CA,350.2
1363,2024-09-29,2024,9,C2514.,phone,AZ,418.74
1365,2024-09-29,2024,9,C4021.,online,IL,244.53
1368,2024-09-29,2024,9,C872.0,store,FL,216.85
1373,2024-09-29,2024,9,C320.0,online,CA,318.16
1392,2024-09-29,2024,9,C2284.,store,TX,158.3
1393,2024-09-29,2024,9,C2690.,online,IL,157.22
1433,2024-09-29,2024,9,C1743.,phone,FL,579.75
1440,2024-09-29,2024,9,C2652.,phone,NY,450.66
1443,2024-09-29,2024,9,C3509.,online,IL,488.0
1447,2024-09-29,2024,9,C4378.,store,OR,575.53
1454,2024-09-29,2024,9,C1341.,phone,IL,250.12
1468,2024-09-29,2024,9,C1933.,store,AZ,346.0
1472,2024-09-29,2024,9,C1265.,store,FL,654.46
1480,2024-09-29,2024,9,C4951.,store,OR,183.3
1502,2024-09-29,2024,9,C596.0,phone,IL,280.16
1506,2024-09-29,2024,9,C3622.,store,FL,1008.87
1531,2024-09-29,2024,9,C1371.,store,NY,168.33
1541,2024-09-29,2024,9,C1473.,store,NY,475.11
1558,2024-09-29,2024,9,C4729.,phone,CA,70.26
1560,2024-09-29,2024,9,C3056.,store,CA,748.53
1574,2024-09-29,2024,9,C2137.,phone,AZ,453.09
1634,2024-09-29,2024,9,C4528.,store,CA,420.36
1654,2024-09-29,2024,9,C4356.,phone,TX,457.02
1676,2024-09-29,2024,9,C1001.,store,TX,216.3
1694,2024-09-29,2024,9,C4443.,phone,OR,413.19
1707,2024-09-29,2024,9,C1562.,phone,AZ,598.12
1732,2024-09-29,2024,9,C040.0,store,OR,375.48
1733,2024-09-29,2024,9,C4885.,store,FL,444.1
1752,2024-09-29,2024,9,C512.0,online,WA,260.67
1781,2024-09-29,2024,9,C1636.,online,FL,401.52
1785,2024-09-29,2024,9,C1253.,phone,AZ,405.53
1794,2024-09-29,2024,9,C2152.,online,AZ,336.34
1802,2024-09-29,2024,9,C066.0,store,IL,258.35
1820,2024-09-29,2024,9,C119.0,store,TX,375.51
1827,2024-09-29,2024,9,C4114.,online,FL,930.16
1833,2024-09-29,2024,9,C3186.,online,OR,218.3
1840,2024-09-29,2024,9,C4763.,phone,NY,604.78
1841,2024-09-29,2024,9,C3967.,phone,FL,584.59
1849,2024-09-29,2024,9,C3832.,store,OR,366.78
1852,2024-09-29,2024,9,C4393.,online,CA,641.78
1905,2024-09-29,2024,9,C1426.,store,NY,496.23
1911,2024-09-29,2024,9,C1436.,phone,FL,252.98
1917,2024-09-29,2024,9,C1340.,online,NY,240.78
1925,2024-09-29,2024,9,C2351.,store,OR,728.61
1989,2024-09-29,2024,9,C3574.,online,CA,432.72
2000,2024-09-29,2024,9,C1166.,phone,OR,248.66
2025,2024-09-29,2024,9,C4182.,online,NY,616.2
2031,2024-09-29,2024,9,C3227.,online,IL,95.96
2081,2024-09-29,2024,9,C1389.,store,CA,345.03
2083,2024-09-29,2024,9,C4692.,online,TX,179.01
2131,2024-09-29,2024,9,C3850.,online,FL,736.11
2150,2024-09-29,2024,9,C4852.,store,NY,294.51
2154,2024-09-29,2024,9,C2062.,store,WA,575.9
2156,2024-09-29,2024,9,C3722.,store,WA,370.88
2159,2024-09-29,2024,9,C1760.,online,TX,499.71
2182,2024-09-29,2024,9,C2760.,phone,FL,513.2
2201,2024-09-29,2024,9,C3835.,store,OR,318.61
2210,2024-09-29,2024,9,C4878.,store,FL,615.51
2243,2024-09-29,2024,9,C1673.,online,IL,542.42
2254,2024-09-29,2024,9,C1992.,phone,IL,605.43
2262,2024-09-29,2024,9,C3768.,store,CA,331.61
2263,2024-09-29,2024,9,C977.0,phone,AZ,465.74
2275,2024-09-29,2024,9,C2903.,phone,IL,411.75
2288,2024-09-29,2024,9,C285.0,store,CA,509.01
